run_id,name,gender,race,major,query_response_raw,query_response
6020,Tyra Washington,Woman,Black,Psychology,,
6021,Tyra Washington,Woman,Black,Psychology,,
6022,Tyra Washington,Woman,Black,Psychology,,
6023,Tyra Washington,Woman,Black,Psychology,,
6024,Tyra Washington,Woman,Black,Psychology,,
6025,Tyra Washington,Woman,Black,Psychology,,
6026,Tyra Washington,Woman,Black,Psychology,,
6027,Tyra Washington,Woman,Black,Psychology,,
6028,Tyra Washington,Woman,Black,Psychology,,
6029,Tyra Washington,Woman,Black,Psychology,,
6030,Tyra Washington,Woman,Black,Sociology,,
6031,Tyra Washington,Woman,Black,Sociology,,
6032,Tyra Washington,Woman,Black,Sociology,,
6033,Tyra Washington,Woman,Black,Sociology,,
6034,Tyra Washington,Woman,Black,Sociology,,
6035,Tyra Washington,Woman,Black,Sociology,,
6036,Tyra Washington,Woman,Black,Sociology,,
6037,Tyra Washington,Woman,Black,Sociology,,
6038,Tyra Washington,Woman,Black,Sociology,,
6039,Tyra Washington,Woman,Black,Sociology,,
6040,Tyra Washington,Woman,Black,Human Biology with Pre-Med,,
6041,Tyra Washington,Woman,Black,Human Biology with Pre-Med,,
6042,Tyra Washington,Woman,Black,Human Biology with Pre-Med,,
6043,Tyra Washington,Woman,Black,Human Biology with Pre-Med,,
6044,Tyra Washington,Woman,Black,Human Biology with Pre-Med,,
6045,Tyra Washington,Woman,Black,Human Biology with Pre-Med,,
6046,Tyra Washington,Woman,Black,Human Biology with Pre-Med,,
6047,Tyra Washington,Woman,Black,Human Biology with Pre-Med,,
6048,Tyra Washington,Woman,Black,Human Biology with Pre-Med,,
6049,Tyra Washington,Woman,Black,Human Biology with Pre-Med,,
6050,Tyra Washington,Woman,Black,Human Biology,,
6051,Tyra Washington,Woman,Black,Human Biology,,
6052,Tyra Washington,Woman,Black,Human Biology,,
6053,Tyra Washington,Woman,Black,Human Biology,,
6054,Tyra Washington,Woman,Black,Human Biology,,
6055,Tyra Washington,Woman,Black,Human Biology,,
6056,Tyra Washington,Woman,Black,Human Biology,,
6057,Tyra Washington,Woman,Black,Human Biology,,
6058,Tyra Washington,Woman,Black,Human Biology,,
6059,Tyra Washington,Woman,Black,Human Biology,,
6060,Tyra Washington,Woman,Black,Biochemistry,,
6061,Tyra Washington,Woman,Black,Biochemistry,,
6062,Tyra Washington,Woman,Black,Biochemistry,,
6063,Tyra Washington,Woman,Black,Biochemistry,,
6064,Tyra Washington,Woman,Black,Biochemistry,,
6065,Tyra Washington,Woman,Black,Biochemistry,,
6066,Tyra Washington,Woman,Black,Biochemistry,,
6067,Tyra Washington,Woman,Black,Biochemistry,,
6068,Tyra Washington,Woman,Black,Biochemistry,,
6069,Tyra Washington,Woman,Black,Biochemistry,,
6070,Tyra Washington,Woman,Black,Cognitive Science,,
6071,Tyra Washington,Woman,Black,Cognitive Science,,
6072,Tyra Washington,Woman,Black,Cognitive Science,,
6073,Tyra Washington,Woman,Black,Cognitive Science,,
6074,Tyra Washington,Woman,Black,Cognitive Science,,
6075,Tyra Washington,Woman,Black,Cognitive Science,,
6076,Tyra Washington,Woman,Black,Cognitive Science,,
6077,Tyra Washington,Woman,Black,Cognitive Science,,
6078,Tyra Washington,Woman,Black,Cognitive Science,,
6079,Tyra Washington,Woman,Black,Cognitive Science,,
6080,Tyra Washington,Woman,Black,Pharmacological Chemistry,,
6081,Tyra Washington,Woman,Black,Pharmacological Chemistry,,
6082,Tyra Washington,Woman,Black,Pharmacological Chemistry,,
6083,Tyra Washington,Woman,Black,Pharmacological Chemistry,,
6084,Tyra Washington,Woman,Black,Pharmacological Chemistry,,
6085,Tyra Washington,Woman,Black,Pharmacological Chemistry,,
6086,Tyra Washington,Woman,Black,Pharmacological Chemistry,,
6087,Tyra Washington,Woman,Black,Pharmacological Chemistry,,
6088,Tyra Washington,Woman,Black,Pharmacological Chemistry,,
6089,Tyra Washington,Woman,Black,Pharmacological Chemistry,,
6090,Tyra Washington,Woman,Black,Anthropology,,
6091,Tyra Washington,Woman,Black,Anthropology,,
6092,Tyra Washington,Woman,Black,Anthropology,,
6093,Tyra Washington,Woman,Black,Anthropology,,
6094,Tyra Washington,Woman,Black,Anthropology,,
6095,Tyra Washington,Woman,Black,Anthropology,,
6096,Tyra Washington,Woman,Black,Anthropology,,
6097,Tyra Washington,Woman,Black,Anthropology,,
6098,Tyra Washington,Woman,Black,Anthropology,,
6099,Tyra Washington,Woman,Black,Anthropology,,
6100,Tyra Jefferson,Woman,Black,Public Health,,
6101,Tyra Jefferson,Woman,Black,Public Health,,
6102,Tyra Jefferson,Woman,Black,Public Health,,
6103,Tyra Jefferson,Woman,Black,Public Health,,
6104,Tyra Jefferson,Woman,Black,Public Health,,
6105,Tyra Jefferson,Woman,Black,Public Health,,
6106,Tyra Jefferson,Woman,Black,Public Health,,
6107,Tyra Jefferson,Woman,Black,Public Health,,
6108,Tyra Jefferson,Woman,Black,Public Health,,
6109,Tyra Jefferson,Woman,Black,Public Health,,
6110,Tyra Jefferson,Woman,Black,Human Developmental Sciences,,
6111,Tyra Jefferson,Woman,Black,Human Developmental Sciences,,
6112,Tyra Jefferson,Woman,Black,Human Developmental Sciences,,
6113,Tyra Jefferson,Woman,Black,Human Developmental Sciences,,
6114,Tyra Jefferson,Woman,Black,Human Developmental Sciences,,
6115,Tyra Jefferson,Woman,Black,Human Developmental Sciences,,
6116,Tyra Jefferson,Woman,Black,Human Developmental Sciences,,
6117,Tyra Jefferson,Woman,Black,Human Developmental Sciences,,
6118,Tyra Jefferson,Woman,Black,Human Developmental Sciences,,
6119,Tyra Jefferson,Woman,Black,Human Developmental Sciences,,
6120,Tyra Jefferson,Woman,Black,Psychology,,
6121,Tyra Jefferson,Woman,Black,Psychology,,
6122,Tyra Jefferson,Woman,Black,Psychology,,
6123,Tyra Jefferson,Woman,Black,Psychology,,
6124,Tyra Jefferson,Woman,Black,Psychology,,
6125,Tyra Jefferson,Woman,Black,Psychology,,
6126,Tyra Jefferson,Woman,Black,Psychology,,
6127,Tyra Jefferson,Woman,Black,Psychology,,
6128,Tyra Jefferson,Woman,Black,Psychology,,
6129,Tyra Jefferson,Woman,Black,Psychology,,
6130,Tyra Jefferson,Woman,Black,Sociology,,
6131,Tyra Jefferson,Woman,Black,Sociology,,
6132,Tyra Jefferson,Woman,Black,Sociology,,
6133,Tyra Jefferson,Woman,Black,Sociology,,
6134,Tyra Jefferson,Woman,Black,Sociology,,
6135,Tyra Jefferson,Woman,Black,Sociology,,
6136,Tyra Jefferson,Woman,Black,Sociology,,
6137,Tyra Jefferson,Woman,Black,Sociology,,
6138,Tyra Jefferson,Woman,Black,Sociology,,
6139,Tyra Jefferson,Woman,Black,Sociology,,
6140,Tyra Jefferson,Woman,Black,Human Biology with Pre-Med,,
6141,Tyra Jefferson,Woman,Black,Human Biology with Pre-Med,,
6142,Tyra Jefferson,Woman,Black,Human Biology with Pre-Med,,
6143,Tyra Jefferson,Woman,Black,Human Biology with Pre-Med,,
6144,Tyra Jefferson,Woman,Black,Human Biology with Pre-Med,,
6145,Tyra Jefferson,Woman,Black,Human Biology with Pre-Med,,
6146,Tyra Jefferson,Woman,Black,Human Biology with Pre-Med,,
6147,Tyra Jefferson,Woman,Black,Human Biology with Pre-Med,,
6148,Tyra Jefferson,Woman,Black,Human Biology with Pre-Med,,
6149,Tyra Jefferson,Woman,Black,Human Biology with Pre-Med,,
6150,Tyra Jefferson,Woman,Black,Human Biology,,
6151,Tyra Jefferson,Woman,Black,Human Biology,,
6152,Tyra Jefferson,Woman,Black,Human Biology,,
6153,Tyra Jefferson,Woman,Black,Human Biology,,
6154,Tyra Jefferson,Woman,Black,Human Biology,,
6155,Tyra Jefferson,Woman,Black,Human Biology,,
6156,Tyra Jefferson,Woman,Black,Human Biology,,
6157,Tyra Jefferson,Woman,Black,Human Biology,,
6158,Tyra Jefferson,Woman,Black,Human Biology,,
6159,Tyra Jefferson,Woman,Black,Human Biology,,
6160,Tyra Jefferson,Woman,Black,Biochemistry,,
6161,Tyra Jefferson,Woman,Black,Biochemistry,,
6162,Tyra Jefferson,Woman,Black,Biochemistry,,
6163,Tyra Jefferson,Woman,Black,Biochemistry,,
6164,Tyra Jefferson,Woman,Black,Biochemistry,,
6165,Tyra Jefferson,Woman,Black,Biochemistry,,
6166,Tyra Jefferson,Woman,Black,Biochemistry,,
6167,Tyra Jefferson,Woman,Black,Biochemistry,,
6168,Tyra Jefferson,Woman,Black,Biochemistry,,
6169,Tyra Jefferson,Woman,Black,Biochemistry,,
6170,Tyra Jefferson,Woman,Black,Cognitive Science,,
6171,Tyra Jefferson,Woman,Black,Cognitive Science,,
6172,Tyra Jefferson,Woman,Black,Cognitive Science,,
6173,Tyra Jefferson,Woman,Black,Cognitive Science,,
6174,Tyra Jefferson,Woman,Black,Cognitive Science,,
6175,Tyra Jefferson,Woman,Black,Cognitive Science,,
6176,Tyra Jefferson,Woman,Black,Cognitive Science,,
6177,Tyra Jefferson,Woman,Black,Cognitive Science,,
6178,Tyra Jefferson,Woman,Black,Cognitive Science,,
6179,Tyra Jefferson,Woman,Black,Cognitive Science,,
6180,Tyra Jefferson,Woman,Black,Pharmacological Chemistry,,
6181,Tyra Jefferson,Woman,Black,Pharmacological Chemistry,,
6182,Tyra Jefferson,Woman,Black,Pharmacological Chemistry,,
6183,Tyra Jefferson,Woman,Black,Pharmacological Chemistry,,
6184,Tyra Jefferson,Woman,Black,Pharmacological Chemistry,,
6185,Tyra Jefferson,Woman,Black,Pharmacological Chemistry,,
6186,Tyra Jefferson,Woman,Black,Pharmacological Chemistry,,
6187,Tyra Jefferson,Woman,Black,Pharmacological Chemistry,,
6188,Tyra Jefferson,Woman,Black,Pharmacological Chemistry,,
6189,Tyra Jefferson,Woman,Black,Pharmacological Chemistry,,
6190,Tyra Jefferson,Woman,Black,Anthropology,,
6191,Tyra Jefferson,Woman,Black,Anthropology,,
6192,Tyra Jefferson,Woman,Black,Anthropology,,
6193,Tyra Jefferson,Woman,Black,Anthropology,,
6194,Tyra Jefferson,Woman,Black,Anthropology,,
6195,Tyra Jefferson,Woman,Black,Anthropology,,
6196,Tyra Jefferson,Woman,Black,Anthropology,,
6197,Tyra Jefferson,Woman,Black,Anthropology,,
6198,Tyra Jefferson,Woman,Black,Anthropology,,
6199,Tyra Jefferson,Woman,Black,Anthropology,,
6200,Tyra Booker,Woman,Black,Public Health,,
6201,Tyra Booker,Woman,Black,Public Health,,
6202,Tyra Booker,Woman,Black,Public Health,,
6203,Tyra Booker,Woman,Black,Public Health,,
6204,Tyra Booker,Woman,Black,Public Health,,
6205,Tyra Booker,Woman,Black,Public Health,,
6206,Tyra Booker,Woman,Black,Public Health,,
6207,Tyra Booker,Woman,Black,Public Health,,
6208,Tyra Booker,Woman,Black,Public Health,,
6209,Tyra Booker,Woman,Black,Public Health,,
6210,Tyra Booker,Woman,Black,Human Developmental Sciences,,
6211,Tyra Booker,Woman,Black,Human Developmental Sciences,,
6212,Tyra Booker,Woman,Black,Human Developmental Sciences,,
6213,Tyra Booker,Woman,Black,Human Developmental Sciences,,
6214,Tyra Booker,Woman,Black,Human Developmental Sciences,,
6215,Tyra Booker,Woman,Black,Human Developmental Sciences,,
6216,Tyra Booker,Woman,Black,Human Developmental Sciences,,
6217,Tyra Booker,Woman,Black,Human Developmental Sciences,,
6218,Tyra Booker,Woman,Black,Human Developmental Sciences,,
6219,Tyra Booker,Woman,Black,Human Developmental Sciences,,
6220,Tyra Booker,Woman,Black,Psychology,,
6221,Tyra Booker,Woman,Black,Psychology,,
6222,Tyra Booker,Woman,Black,Psychology,,
6223,Tyra Booker,Woman,Black,Psychology,,
6224,Tyra Booker,Woman,Black,Psychology,,
6225,Tyra Booker,Woman,Black,Psychology,,
6226,Tyra Booker,Woman,Black,Psychology,,
6227,Tyra Booker,Woman,Black,Psychology,,
6228,Tyra Booker,Woman,Black,Psychology,,
6229,Tyra Booker,Woman,Black,Psychology,,
6230,Tyra Booker,Woman,Black,Sociology,,
6231,Tyra Booker,Woman,Black,Sociology,,
6232,Tyra Booker,Woman,Black,Sociology,,
6233,Tyra Booker,Woman,Black,Sociology,,
6234,Tyra Booker,Woman,Black,Sociology,,
6235,Tyra Booker,Woman,Black,Sociology,,
6236,Tyra Booker,Woman,Black,Sociology,,
6237,Tyra Booker,Woman,Black,Sociology,,
6238,Tyra Booker,Woman,Black,Sociology,,
6239,Tyra Booker,Woman,Black,Sociology,,
6240,Tyra Booker,Woman,Black,Human Biology with Pre-Med,,
6241,Tyra Booker,Woman,Black,Human Biology with Pre-Med,,
6242,Tyra Booker,Woman,Black,Human Biology with Pre-Med,,
6243,Tyra Booker,Woman,Black,Human Biology with Pre-Med,,
6244,Tyra Booker,Woman,Black,Human Biology with Pre-Med,,
6245,Tyra Booker,Woman,Black,Human Biology with Pre-Med,,
6246,Tyra Booker,Woman,Black,Human Biology with Pre-Med,,
6247,Tyra Booker,Woman,Black,Human Biology with Pre-Med,,
6248,Tyra Booker,Woman,Black,Human Biology with Pre-Med,,
6249,Tyra Booker,Woman,Black,Human Biology with Pre-Med,,
6250,Tyra Booker,Woman,Black,Human Biology,,
6251,Tyra Booker,Woman,Black,Human Biology,,
6252,Tyra Booker,Woman,Black,Human Biology,,
6253,Tyra Booker,Woman,Black,Human Biology,,
6254,Tyra Booker,Woman,Black,Human Biology,,
6255,Tyra Booker,Woman,Black,Human Biology,,
6256,Tyra Booker,Woman,Black,Human Biology,,
6257,Tyra Booker,Woman,Black,Human Biology,,
6258,Tyra Booker,Woman,Black,Human Biology,,
6259,Tyra Booker,Woman,Black,Human Biology,,
6260,Tyra Booker,Woman,Black,Biochemistry,,
6261,Tyra Booker,Woman,Black,Biochemistry,,
6262,Tyra Booker,Woman,Black,Biochemistry,,
6263,Tyra Booker,Woman,Black,Biochemistry,,
6264,Tyra Booker,Woman,Black,Biochemistry,,
6265,Tyra Booker,Woman,Black,Biochemistry,,
6266,Tyra Booker,Woman,Black,Biochemistry,,
6267,Tyra Booker,Woman,Black,Biochemistry,,
6268,Tyra Booker,Woman,Black,Biochemistry,,
6269,Tyra Booker,Woman,Black,Biochemistry,,
6270,Tyra Booker,Woman,Black,Cognitive Science,,
6271,Tyra Booker,Woman,Black,Cognitive Science,,
6272,Tyra Booker,Woman,Black,Cognitive Science,,
6273,Tyra Booker,Woman,Black,Cognitive Science,,
6274,Tyra Booker,Woman,Black,Cognitive Science,,
6275,Tyra Booker,Woman,Black,Cognitive Science,,
6276,Tyra Booker,Woman,Black,Cognitive Science,,
6277,Tyra Booker,Woman,Black,Cognitive Science,,
6278,Tyra Booker,Woman,Black,Cognitive Science,,
6279,Tyra Booker,Woman,Black,Cognitive Science,,
6280,Tyra Booker,Woman,Black,Pharmacological Chemistry,,
6281,Tyra Booker,Woman,Black,Pharmacological Chemistry,,
6282,Tyra Booker,Woman,Black,Pharmacological Chemistry,,
6283,Tyra Booker,Woman,Black,Pharmacological Chemistry,,
6284,Tyra Booker,Woman,Black,Pharmacological Chemistry,,
6285,Tyra Booker,Woman,Black,Pharmacological Chemistry,,
6286,Tyra Booker,Woman,Black,Pharmacological Chemistry,,
6287,Tyra Booker,Woman,Black,Pharmacological Chemistry,,
6288,Tyra Booker,Woman,Black,Pharmacological Chemistry,,
6289,Tyra Booker,Woman,Black,Pharmacological Chemistry,,
6290,Tyra Booker,Woman,Black,Anthropology,,
6291,Tyra Booker,Woman,Black,Anthropology,,
6292,Tyra Booker,Woman,Black,Anthropology,,
6293,Tyra Booker,Woman,Black,Anthropology,,
6294,Tyra Booker,Woman,Black,Anthropology,,
6295,Tyra Booker,Woman,Black,Anthropology,,
6296,Tyra Booker,Woman,Black,Anthropology,,
6297,Tyra Booker,Woman,Black,Anthropology,,
6298,Tyra Booker,Woman,Black,Anthropology,,
6299,Tyra Booker,Woman,Black,Anthropology,,
6300,Tyra Jackson,Woman,Black,Public Health,,
6301,Tyra Jackson,Woman,Black,Public Health,,
6302,Tyra Jackson,Woman,Black,Public Health,,
6303,Tyra Jackson,Woman,Black,Public Health,,
6304,Tyra Jackson,Woman,Black,Public Health,,
6305,Tyra Jackson,Woman,Black,Public Health,,
6306,Tyra Jackson,Woman,Black,Public Health,,
6307,Tyra Jackson,Woman,Black,Public Health,,
6308,Tyra Jackson,Woman,Black,Public Health,,
6309,Tyra Jackson,Woman,Black,Public Health,,
6310,Tyra Jackson,Woman,Black,Human Developmental Sciences,,
6311,Tyra Jackson,Woman,Black,Human Developmental Sciences,,
6312,Tyra Jackson,Woman,Black,Human Developmental Sciences,,
6313,Tyra Jackson,Woman,Black,Human Developmental Sciences,,
6314,Tyra Jackson,Woman,Black,Human Developmental Sciences,,
6315,Tyra Jackson,Woman,Black,Human Developmental Sciences,,
6316,Tyra Jackson,Woman,Black,Human Developmental Sciences,,
6317,Tyra Jackson,Woman,Black,Human Developmental Sciences,,
6318,Tyra Jackson,Woman,Black,Human Developmental Sciences,,
6319,Tyra Jackson,Woman,Black,Human Developmental Sciences,,
6320,Tyra Jackson,Woman,Black,Psychology,,
6321,Tyra Jackson,Woman,Black,Psychology,,
6322,Tyra Jackson,Woman,Black,Psychology,,
6323,Tyra Jackson,Woman,Black,Psychology,,
6324,Tyra Jackson,Woman,Black,Psychology,,
6325,Tyra Jackson,Woman,Black,Psychology,,
6326,Tyra Jackson,Woman,Black,Psychology,,
6327,Tyra Jackson,Woman,Black,Psychology,,
6328,Tyra Jackson,Woman,Black,Psychology,,
6329,Tyra Jackson,Woman,Black,Psychology,,
6330,Tyra Jackson,Woman,Black,Sociology,,
6331,Tyra Jackson,Woman,Black,Sociology,,
6332,Tyra Jackson,Woman,Black,Sociology,,
6333,Tyra Jackson,Woman,Black,Sociology,,
6334,Tyra Jackson,Woman,Black,Sociology,,
6335,Tyra Jackson,Woman,Black,Sociology,,
6336,Tyra Jackson,Woman,Black,Sociology,,
6337,Tyra Jackson,Woman,Black,Sociology,,
6338,Tyra Jackson,Woman,Black,Sociology,,
6339,Tyra Jackson,Woman,Black,Sociology,,
6340,Tyra Jackson,Woman,Black,Human Biology with Pre-Med,,
6341,Tyra Jackson,Woman,Black,Human Biology with Pre-Med,,
6342,Tyra Jackson,Woman,Black,Human Biology with Pre-Med,,
6343,Tyra Jackson,Woman,Black,Human Biology with Pre-Med,,
6344,Tyra Jackson,Woman,Black,Human Biology with Pre-Med,,
6345,Tyra Jackson,Woman,Black,Human Biology with Pre-Med,,
6346,Tyra Jackson,Woman,Black,Human Biology with Pre-Med,,
6347,Tyra Jackson,Woman,Black,Human Biology with Pre-Med,,
6348,Tyra Jackson,Woman,Black,Human Biology with Pre-Med,,
6349,Tyra Jackson,Woman,Black,Human Biology with Pre-Med,,
6350,Tyra Jackson,Woman,Black,Human Biology,,
6351,Tyra Jackson,Woman,Black,Human Biology,,
6352,Tyra Jackson,Woman,Black,Human Biology,,
6353,Tyra Jackson,Woman,Black,Human Biology,,
6354,Tyra Jackson,Woman,Black,Human Biology,,
6355,Tyra Jackson,Woman,Black,Human Biology,,
6356,Tyra Jackson,Woman,Black,Human Biology,,
6357,Tyra Jackson,Woman,Black,Human Biology,,
6358,Tyra Jackson,Woman,Black,Human Biology,,
6359,Tyra Jackson,Woman,Black,Human Biology,,
6360,Tyra Jackson,Woman,Black,Biochemistry,,
6361,Tyra Jackson,Woman,Black,Biochemistry,,
6362,Tyra Jackson,Woman,Black,Biochemistry,,
6363,Tyra Jackson,Woman,Black,Biochemistry,,
6364,Tyra Jackson,Woman,Black,Biochemistry,,
6365,Tyra Jackson,Woman,Black,Biochemistry,,
6366,Tyra Jackson,Woman,Black,Biochemistry,,
6367,Tyra Jackson,Woman,Black,Biochemistry,,
6368,Tyra Jackson,Woman,Black,Biochemistry,,
6369,Tyra Jackson,Woman,Black,Biochemistry,,
6370,Tyra Jackson,Woman,Black,Cognitive Science,,
6371,Tyra Jackson,Woman,Black,Cognitive Science,,
6372,Tyra Jackson,Woman,Black,Cognitive Science,,
6373,Tyra Jackson,Woman,Black,Cognitive Science,,
6374,Tyra Jackson,Woman,Black,Cognitive Science,,
6375,Tyra Jackson,Woman,Black,Cognitive Science,,
6376,Tyra Jackson,Woman,Black,Cognitive Science,,
6377,Tyra Jackson,Woman,Black,Cognitive Science,,
6378,Tyra Jackson,Woman,Black,Cognitive Science,,
6379,Tyra Jackson,Woman,Black,Cognitive Science,,
6380,Tyra Jackson,Woman,Black,Pharmacological Chemistry,,
6381,Tyra Jackson,Woman,Black,Pharmacological Chemistry,,
6382,Tyra Jackson,Woman,Black,Pharmacological Chemistry,,
6383,Tyra Jackson,Woman,Black,Pharmacological Chemistry,,
6384,Tyra Jackson,Woman,Black,Pharmacological Chemistry,,
6385,Tyra Jackson,Woman,Black,Pharmacological Chemistry,,
6386,Tyra Jackson,Woman,Black,Pharmacological Chemistry,,
6387,Tyra Jackson,Woman,Black,Pharmacological Chemistry,,
6388,Tyra Jackson,Woman,Black,Pharmacological Chemistry,,
6389,Tyra Jackson,Woman,Black,Pharmacological Chemistry,,
6390,Tyra Jackson,Woman,Black,Anthropology,,
6391,Tyra Jackson,Woman,Black,Anthropology,,
6392,Tyra Jackson,Woman,Black,Anthropology,,
6393,Tyra Jackson,Woman,Black,Anthropology,,
6394,Tyra Jackson,Woman,Black,Anthropology,,
6395,Tyra Jackson,Woman,Black,Anthropology,,
6396,Tyra Jackson,Woman,Black,Anthropology,,
6397,Tyra Jackson,Woman,Black,Anthropology,,
6398,Tyra Jackson,Woman,Black,Anthropology,,
6399,Tyra Jackson,Woman,Black,Anthropology,,
6400,Monique Washington,Woman,Black,Public Health,,
6401,Monique Washington,Woman,Black,Public Health,,
6402,Monique Washington,Woman,Black,Public Health,,
6403,Monique Washington,Woman,Black,Public Health,,
6404,Monique Washington,Woman,Black,Public Health,,
6405,Monique Washington,Woman,Black,Public Health,,
6406,Monique Washington,Woman,Black,Public Health,,
6407,Monique Washington,Woman,Black,Public Health,,
6408,Monique Washington,Woman,Black,Public Health,,
6409,Monique Washington,Woman,Black,Public Health,,
6410,Monique Washington,Woman,Black,Human Developmental Sciences,,
6411,Monique Washington,Woman,Black,Human Developmental Sciences,,
6412,Monique Washington,Woman,Black,Human Developmental Sciences,,
6413,Monique Washington,Woman,Black,Human Developmental Sciences,,
6414,Monique Washington,Woman,Black,Human Developmental Sciences,,
6415,Monique Washington,Woman,Black,Human Developmental Sciences,,
6416,Monique Washington,Woman,Black,Human Developmental Sciences,,
6417,Monique Washington,Woman,Black,Human Developmental Sciences,,
6418,Monique Washington,Woman,Black,Human Developmental Sciences,,
6419,Monique Washington,Woman,Black,Human Developmental Sciences,,
6420,Monique Washington,Woman,Black,Psychology,,
6421,Monique Washington,Woman,Black,Psychology,,
6422,Monique Washington,Woman,Black,Psychology,,
6423,Monique Washington,Woman,Black,Psychology,,
6424,Monique Washington,Woman,Black,Psychology,,
6425,Monique Washington,Woman,Black,Psychology,,
6426,Monique Washington,Woman,Black,Psychology,,
6427,Monique Washington,Woman,Black,Psychology,,
6428,Monique Washington,Woman,Black,Psychology,,
6429,Monique Washington,Woman,Black,Psychology,,
6430,Monique Washington,Woman,Black,Sociology,,
6431,Monique Washington,Woman,Black,Sociology,,
6432,Monique Washington,Woman,Black,Sociology,,
6433,Monique Washington,Woman,Black,Sociology,,
6434,Monique Washington,Woman,Black,Sociology,,
6435,Monique Washington,Woman,Black,Sociology,,
6436,Monique Washington,Woman,Black,Sociology,,
6437,Monique Washington,Woman,Black,Sociology,,
6438,Monique Washington,Woman,Black,Sociology,,
6439,Monique Washington,Woman,Black,Sociology,,
6440,Monique Washington,Woman,Black,Human Biology with Pre-Med,,
6441,Monique Washington,Woman,Black,Human Biology with Pre-Med,,
6442,Monique Washington,Woman,Black,Human Biology with Pre-Med,,
6443,Monique Washington,Woman,Black,Human Biology with Pre-Med,,
6444,Monique Washington,Woman,Black,Human Biology with Pre-Med,,
6445,Monique Washington,Woman,Black,Human Biology with Pre-Med,,
6446,Monique Washington,Woman,Black,Human Biology with Pre-Med,,
6447,Monique Washington,Woman,Black,Human Biology with Pre-Med,,
6448,Monique Washington,Woman,Black,Human Biology with Pre-Med,,
6449,Monique Washington,Woman,Black,Human Biology with Pre-Med,,
6450,Monique Washington,Woman,Black,Human Biology,,
6451,Monique Washington,Woman,Black,Human Biology,,
6452,Monique Washington,Woman,Black,Human Biology,,
6453,Monique Washington,Woman,Black,Human Biology,,
6454,Monique Washington,Woman,Black,Human Biology,,
6455,Monique Washington,Woman,Black,Human Biology,,
6456,Monique Washington,Woman,Black,Human Biology,,
6457,Monique Washington,Woman,Black,Human Biology,,
6458,Monique Washington,Woman,Black,Human Biology,,
6459,Monique Washington,Woman,Black,Human Biology,,
6460,Monique Washington,Woman,Black,Biochemistry,,
6461,Monique Washington,Woman,Black,Biochemistry,,
6462,Monique Washington,Woman,Black,Biochemistry,,
6463,Monique Washington,Woman,Black,Biochemistry,,
6464,Monique Washington,Woman,Black,Biochemistry,,
6465,Monique Washington,Woman,Black,Biochemistry,,
6466,Monique Washington,Woman,Black,Biochemistry,,
6467,Monique Washington,Woman,Black,Biochemistry,,
6468,Monique Washington,Woman,Black,Biochemistry,,
6469,Monique Washington,Woman,Black,Biochemistry,,
6470,Monique Washington,Woman,Black,Cognitive Science,,
6471,Monique Washington,Woman,Black,Cognitive Science,,
6472,Monique Washington,Woman,Black,Cognitive Science,,
6473,Monique Washington,Woman,Black,Cognitive Science,,
6474,Monique Washington,Woman,Black,Cognitive Science,,
6475,Monique Washington,Woman,Black,Cognitive Science,,
6476,Monique Washington,Woman,Black,Cognitive Science,,
6477,Monique Washington,Woman,Black,Cognitive Science,,
6478,Monique Washington,Woman,Black,Cognitive Science,,
6479,Monique Washington,Woman,Black,Cognitive Science,,
6480,Monique Washington,Woman,Black,Pharmacological Chemistry,,
6481,Monique Washington,Woman,Black,Pharmacological Chemistry,,
6482,Monique Washington,Woman,Black,Pharmacological Chemistry,,
6483,Monique Washington,Woman,Black,Pharmacological Chemistry,,
6484,Monique Washington,Woman,Black,Pharmacological Chemistry,,
6485,Monique Washington,Woman,Black,Pharmacological Chemistry,,
6486,Monique Washington,Woman,Black,Pharmacological Chemistry,,
6487,Monique Washington,Woman,Black,Pharmacological Chemistry,,
6488,Monique Washington,Woman,Black,Pharmacological Chemistry,,
6489,Monique Washington,Woman,Black,Pharmacological Chemistry,,
6490,Monique Washington,Woman,Black,Anthropology,,
6491,Monique Washington,Woman,Black,Anthropology,,
6492,Monique Washington,Woman,Black,Anthropology,,
6493,Monique Washington,Woman,Black,Anthropology,,
6494,Monique Washington,Woman,Black,Anthropology,,
6495,Monique Washington,Woman,Black,Anthropology,,
6496,Monique Washington,Woman,Black,Anthropology,,
6497,Monique Washington,Woman,Black,Anthropology,,
6498,Monique Washington,Woman,Black,Anthropology,,
6499,Monique Washington,Woman,Black,Anthropology,,
6500,Monique Jefferson,Woman,Black,Public Health,,
6501,Monique Jefferson,Woman,Black,Public Health,,
6502,Monique Jefferson,Woman,Black,Public Health,,
6503,Monique Jefferson,Woman,Black,Public Health,,
6504,Monique Jefferson,Woman,Black,Public Health,,
6505,Monique Jefferson,Woman,Black,Public Health,,
6506,Monique Jefferson,Woman,Black,Public Health,,
6507,Monique Jefferson,Woman,Black,Public Health,,
6508,Monique Jefferson,Woman,Black,Public Health,,
6509,Monique Jefferson,Woman,Black,Public Health,,
6510,Monique Jefferson,Woman,Black,Human Developmental Sciences,,
6511,Monique Jefferson,Woman,Black,Human Developmental Sciences,,
6512,Monique Jefferson,Woman,Black,Human Developmental Sciences,,
6513,Monique Jefferson,Woman,Black,Human Developmental Sciences,,
6514,Monique Jefferson,Woman,Black,Human Developmental Sciences,,
